run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3997981,SRP080894,SAMN05449965,SRS1600105,SRX1998716,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M5,,PAIRED,AMPLICON,GENOMIC,PCR,14213,8431346,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M5,1A5S7_S5_L001_R1_001.fastq.gz,1603766;2643452,cba1fe5a50265cefdf7a15f170f3c4ca;b7db312152e8b1087db787c3aa310e98,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997981/SRR3997981_2.fastq.gz,,,,,,,5276463,0334d0fb4cb75414eacd03fe8e64ff7c,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997981,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3997981,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997981,M5,,1A5S7,,2017-12-01,SAMN05449965,SRS1600105,BioSample,SAMN05449965,SAHMRI,M5,10090,Mus musculus,house mouse,1A5S7,G1,C57BL/6J,SRS1600105,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse5,Model organism or animal,2017-09-28,2017-09-28,
SRR3997983,SRP080894,SAMN05450002,SRS1600107,SRX1998718,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M42,,PAIRED,AMPLICON,GENOMIC,PCR,16493,9789502,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M42,2F10S7_S166_L001_R1_001.fastq.gz,2138686;3239070,245168676cf24df7c12ea26bd33d17e1;16f093afffa0520187d25e651e1f81ae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997983/SRR3997983_2.fastq.gz,,,,,,,6285311,19c78df27af6466179d2e899b232044e,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997983,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997983,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997983,M42,,2F10S7,,2017-12-01,SAMN05450002,SRS1600107,BioSample,SAMN05450002,SAHMRI,M42,10090,Mus musculus,house mouse,2F10S7,G3,C57BL/6J,SRS1600107,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse8,Model organism or animal,2017-09-28,2017-09-28,
SRR3997998,SRP080894,SAMN05450004,SRS1600122,SRX1998733,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M44,,PAIRED,AMPLICON,GENOMIC,PCR,21938,13044157,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M44,2F12S7_S168_L001_R1_001.fastq.gz,2605090;4143963,d83eca1d93801bca01c82114b5ca4fc0;f13204d1d74327d793ee79e9b7b10f1d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997998/SRR3997998_2.fastq.gz,,,,,,,8193222,e124cbd186bc0baa43143bc70ea7bd56,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997998,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/008/SRR3997998,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997998,M44,,2F12S7,,2017-12-01,SAMN05450004,SRS1600122,BioSample,SAMN05450004,SAHMRI,M44,10090,Mus musculus,house mouse,2F12S7,G3,C57BL/6J,SRS1600122,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse10,Model organism or animal,2017-09-28,2017-09-28,
SRR3998002,SRP080894,SAMN05450008,SRS1600125,SRX1998737,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M48,,PAIRED,AMPLICON,GENOMIC,PCR,15034,8927892,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M48,2G4S7_S172_L001_R1_001.fastq.gz,1748899;2854996,f48c57bfaf6a016511dd931967e6bd8f;46feeab3a3b1158ba4aff9d59b8ea206,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998002/SRR3998002_2.fastq.gz,,,,,,,5615693,14977519ffa454587f4c9e14d07efbef,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998002,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3998002,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998002,M48,,2G4S7,,2017-12-01,SAMN05450008,SRS1600125,BioSample,SAMN05450008,SAHMRI,M48,10090,Mus musculus,house mouse,2G4S7,G3,C57BL/6J,SRS1600125,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse14,Model organism or animal,2017-09-28,2017-09-28,
SRR3998012,SRP080894,SAMN05450017,SRS1600136,SRX1998747,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M57,,PAIRED,AMPLICON,GENOMIC,PCR,22581,13430801,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M57,2H1S7_S181_L001_R2_001.fastq.gz,2615732;4264996,954f7194008783ee060d913e196157ef;3fc3802fb80f5b32beabe206e38d356e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998012/SRR3998012_2.fastq.gz,,,,,,,8441711,a65c4391d12710621a95746f7a60e7b4,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998012,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3998012,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998012,M57,,2H1S7,,2017-12-01,SAMN05450017,SRS1600136,BioSample,SAMN05450017,SAHMRI,M57,10090,Mus musculus,house mouse,2H1S7,G3,C57BL/6J,SRS1600136,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse23,Model organism or animal,2017-09-28,2017-09-28,
SRR3998013,SRP080894,SAMN05450018,SRS1600137,SRX1998748,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M58,,PAIRED,AMPLICON,GENOMIC,PCR,20369,12154914,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M58,2H2S7_S182_L001_R1_001.fastq.gz,2804921;4163334,716acd1c9bbca0c2ea9ad5b64753c1dc;a1742fa97bd01bb9a12504f1e600bf43,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998013/SRR3998013_2.fastq.gz,,,,,,,8214154,bdb4585cb39a3c96a2f2bb1580fd0edf,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998013,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3998013,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998013,M58,,2H2S7,,2017-12-01,SAMN05450018,SRS1600137,BioSample,SAMN05450018,SAHMRI,M58,10090,Mus musculus,house mouse,2H2S7,G3,C57BL/6J,SRS1600137,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse24,Model organism or animal,2017-09-28,2017-09-28,
SRR3998016,SRP080894,SAMN05449967,SRS1600140,SRX1998751,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M7,,PAIRED,AMPLICON,GENOMIC,PCR,7719,4592082,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M7,1A8S7_S8_L001_R2_001.fastq.gz,899315;1448489,f873ee7f86ae4a2186f3d127d4b52458;db82ad050093e8d97b4d92d08b7e4362,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998016/SRR3998016_2.fastq.gz,,,,,,,2958554,b15b5a172cc9bd330b25a7292c256515,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998016,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3998016,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998016,M7,,1A8S7,,2017-12-01,SAMN05449967,SRS1600140,BioSample,SAMN05449967,SAHMRI,M7,10090,Mus musculus,house mouse,1A8S7,G1,C57BL/6J,SRS1600140,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse7,Model organism or animal,2017-09-28,2017-09-28,
SRR3998019,SRP080894,SAMN05450023,SRS1600143,SRX1998754,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M63,,PAIRED,AMPLICON,GENOMIC,PCR,9471,5603766,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M63,4C1S9_S313_L001_R2_001.fastq.gz,1004523;1677093,afd1f86d74f23ab45a724cbcaf52b30d;0610610491ad09f08d8a8aea76c9998b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998019/SRR3998019_2.fastq.gz,,,,,,,3216215,ab7bb0afacd4829b9e776525b59fbc4e,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998019,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3998019,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998019,M63,,4C1S9,,2017-12-01,SAMN05450023,SRS1600143,BioSample,SAMN05450023,SAHMRI,M63,10090,Mus musculus,house mouse,4C1S9,G6,C57BL/6J,SRS1600143,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse4,Model organism or animal,2017-09-28,2017-09-28,
SRR3998022,SRP080894,SAMN05450026,SRS1600146,SRX1998757,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M66,,PAIRED,AMPLICON,GENOMIC,PCR,12230,7210882,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M66,4C4S9_S316_L001_R1_001.fastq.gz,1116005;2029673,d3375de2dc838b7a1341aa6347ded0fd;f4b0c495d25c96812d04461b7637b977,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3998022/SRR3998022_2.fastq.gz,,,,,,,4012014,c0aa1b8bd9e8faa9d73adad73725048d,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998022,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3998022,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3998022,M66,,4C4S9,,2017-12-01,SAMN05450026,SRS1600146,BioSample,SAMN05450026,SAHMRI,M66,10090,Mus musculus,house mouse,4C4S9,G6,C57BL/6J,SRS1600146,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse7,Model organism or animal,2017-09-28,2017-09-28,
SRR3998024,SRP080894,SAMN05450028,SRS1600148,SRX1998759,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M68,,PAIRED,AMPLICON,GENOMIC,PCR,14740,8697086,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M68,4C6S9_S318_L001_R2_001.fastq.gz,1392390;2483225,b4d3aaa682687def01fcd080f6ab4e73;b5a5859f697489dc18a331f67fe9dc3a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998024/SRR3998024_2.fastq.gz,,,,,,,4857844,170cf7a6ae7ea29ba9ef0618e029459a,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998024,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3998024,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998024,M68,,4C6S9,,2017-12-01,SAMN05450028,SRS1600148,BioSample,SAMN05450028,SAHMRI,M68,10090,Mus musculus,house mouse,4C6S9,G6,C57BL/6J,SRS1600148,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse9,Model organism or animal,2017-09-28,2017-09-28,
SRR3998025,SRP080894,SAMN05450029,SRS1600149,SRX1998760,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M69,,PAIRED,AMPLICON,GENOMIC,PCR,12695,7501008,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M69,4C7S9_S319_L001_R1_001.fastq.gz,1057924;2027761,67ced1e31b943d0aad2d0e2cfe003c74;3575eeca3b569f3b51567a0447bfe4ea,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998025/SRR3998025_2.fastq.gz,,,,,,,4131494,3f7c9319c698006a79533ec2ad46f0cd,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998025,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998025,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998025,M69,,4C7S9,,2017-12-01,SAMN05450029,SRS1600149,BioSample,SAMN05450029,SAHMRI,M69,10090,Mus musculus,house mouse,4C7S9,G6,C57BL/6J,SRS1600149,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse10,Model organism or animal,2017-09-28,2017-09-28,
SRR3998033,SRP080894,SAMN05450036,SRS1600157,SRX1998768,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M76,,PAIRED,AMPLICON,GENOMIC,PCR,10066,5933367,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M76,4D2S9_S326_L001_R2_001.fastq.gz,876202;1623737,7874d97d1bb747aaaedec8d5fa7856b2;be2c1b4b9fde57a7c508c231c62f1aff,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998033/SRR3998033_2.fastq.gz,,,,,,,3323686,6ad7533a2b956b97b7aa160483078787,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998033,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3998033,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998033,M76,,4D2S9,,2017-12-01,SAMN05450036,SRS1600157,BioSample,SAMN05450036,SAHMRI,M76,10090,Mus musculus,house mouse,4D2S9,G6,C57BL/6J,SRS1600157,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse17,Model organism or animal,2017-09-28,2017-09-28,
SRR3998036,SRP080894,SAMN05450039,SRS1600160,SRX1998771,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M79,,PAIRED,AMPLICON,GENOMIC,PCR,10192,6008123,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M79,4D5S9_S329_L001_R2_001.fastq.gz,1018299;1657517,81ae191b005332c671dc6f487a68fdbc;43cb2d388d85b868dc96361a18942668,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998036/SRR3998036_2.fastq.gz,,,,,,,3464042,11f1aae544589f2dd56fad904d26422a,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998036,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3998036,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998036,M79,,4D5S9,,2017-12-01,SAMN05450039,SRS1600160,BioSample,SAMN05450039,SAHMRI,M79,10090,Mus musculus,house mouse,4D5S9,G6,C57BL/6J,SRS1600160,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse20,Model organism or animal,2017-09-28,2017-09-28,
SRR3998037,SRP080894,SAMN05450040,SRS1600161,SRX1998772,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M80,,PAIRED,AMPLICON,GENOMIC,PCR,15198,8974125,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M80,4D6S9_S330_L001_R2_001.fastq.gz,1370355;2537721,cff7ed5fbecd9a05f6f67f2d6827779f;2b82b1650c9cb56c68c8d684c4a4bfbb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998037/SRR3998037_2.fastq.gz,,,,,,,5033119,5259f29bd245286d0e0475753b000f0e,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3998037,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3998037,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3998037,M80,,4D6S9,,2017-12-01,SAMN05450040,SRS1600161,BioSample,SAMN05450040,SAHMRI,M80,10090,Mus musculus,house mouse,4D6S9,G6,C57BL/6J,SRS1600161,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G6-mouse21,Model organism or animal,2017-09-28,2017-09-28,
